target,model,feature_set,best_params,mean_cv_pr_auc,std_cv_pr_auc,mean_cv_roc_auc,mean_cv_precision,mean_cv_recall,mean_cv_f1,mean_cv_brier,mean_cv_log_loss,n_iter
ENGINE_DAMAGE,xgboost,extended_geographic,"{""model__colsample_bytree"": 0.821210123594367, ""model__gamma"": 0.018443473677266398, ""model__learning_rate"": 0.06830242638203236, ""model__max_depth"": 4, ""model__min_child_weight"": 4, ""model__n_estimators"": 303, ""model__reg_alpha"": 0.00013558227959926903, ""model__reg_lambda"": 1.4057822280864039, ""model__scale_pos_weight"": 1.0, ""model__subsample"": 0.8098904726667431}",0.5435578467640806,0.05414916113003071,0.779694838406561,0.5592269530327647,0.4674963815472557,0.5072238397653114,0.15404043013935906,0.4681383177894804,20
ENGINE_DAMAGE,xgboost,airport_aware,"{""model__colsample_bytree"": 0.9002787529358022, ""model__gamma"": 0.35403628889802274, ""model__learning_rate"": 0.020846957895078073, ""model__max_depth"": 4, ""model__min_child_weight"": 4, ""model__n_estimators"": 663, ""model__reg_alpha"": 0.0007068974950624604, ""model__reg_lambda"": 0.8620446097910766, ""model__scale_pos_weight"": 1.0, ""model__subsample"": 0.9043703774069292}",0.5403457789125621,0.05327237042630833,0.7820231733956715,0.55971945901343,0.4633971215824658,0.5054078049802442,0.153265508404693,0.4658483793631891,20
ENGINE_DAMAGE,random_forest,extended_geographic,"{""model__class_weight"": null, ""model__max_depth"": 18, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 8, ""model__n_estimators"": 270}",0.5395403766494604,0.05031374697412303,0.7847283502521819,0.5690152507985401,0.44202496948413195,0.4949601621499499,0.1530756633417719,0.4669290304082607,16
ENGINE_DAMAGE,random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 18, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 8, ""model__n_estimators"": 270}",0.537117031799184,0.0505287790760698,0.7843426431478073,0.5775943542096649,0.44461619392482765,0.49975559859754615,0.15322853738729622,0.46754455734792993,16
ENGINE_DAMAGE,logistic,extended_geographic,"{""model__C"": 0.07425699434260344, ""model__class_weight"": null, ""model__penalty"": ""l1"", ""model__solver"": ""saga""}",0.5277872133790853,0.048722992951611324,0.7731186708965702,0.5763678783705848,0.4500763454779858,0.5025806401439616,0.15606943891757866,0.4776949741960605,10
ENGINE_DAMAGE,logistic,airport_aware,"{""model__C"": 0.07425699434260344, ""model__class_weight"": null, ""model__penalty"": ""l1"", ""model__solver"": ""saga""}",0.5277831466816869,0.04861801060473264,0.7730919470057287,0.5778929242747591,0.44950509240673286,0.5028572330706795,0.15608198992011504,0.4777226736600455,10
FORWARD_COCKPIT_DAMAGE,xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8487203795438925, ""model__gamma"": 0.14674408735901906, ""model__learning_rate"": 0.020575514470072775, ""model__max_depth"": 5, ""model__min_child_weight"": 1, ""model__n_estimators"": 641, ""model__reg_alpha"": 0.08241925264876443, ""model__reg_lambda"": 5.039829683935365, ""model__scale_pos_weight"": 1.0, ""model__subsample"": 0.9815752196283373}",0.48587930721879014,0.02892273109243051,0.7121637836523504,0.6097111752103946,0.26479449014832673,0.3686582991782034,0.16517929030553216,0.5073183233672383,20
FORWARD_COCKPIT_DAMAGE,xgboost,airport_aware,"{""model__colsample_bytree"": 0.9029132901220702, ""model__gamma"": 0.003533152609858703, ""model__learning_rate"": 0.020951302649963185, ""model__max_depth"": 5, ""model__min_child_weight"": 3, ""model__n_estimators"": 419, ""model__reg_alpha"": 0.00015369603110608848, ""model__reg_lambda"": 9.243897959491427, ""model__scale_pos_weight"": 4.0, ""model__subsample"": 0.864017496054259}",0.4852232307491354,0.029182413000373254,0.7113453481224951,0.35841803473464917,0.714938835512979,0.4770917034767746,0.23740528579845951,0.6736065502542379,20
FORWARD_COCKPIT_DAMAGE,random_forest,extended_geographic,"{""model__class_weight"": null, ""model__max_depth"": 18, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 8, ""model__n_estimators"": 580}",0.48406190902027574,0.028769689051709832,0.7153108701336114,0.6622833991325546,0.1981222677534495,0.30346945958345517,0.16479321412117443,0.5050337299849138,16
FORWARD_COCKPIT_DAMAGE,random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 18, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 8, ""model__n_estimators"": 580}",0.48346934523388463,0.02816501169408532,0.7144162294241049,0.6727574380675099,0.185748371983106,0.28902283020106684,0.1649951577919047,0.5055436153731849,16
